id;nombre_espanol;nivel;tipo_ejercicio;posicion;areas_cuerpo;descripcion
30;Gato-Vaca;iniciacion;movilidad | estiramiento | estabilidad;cuadrupedia;espalda | core | hombros | cuello;Ejercicio de movilidad espinal que alterna entre arquear y redondear la espalda en posición de cuatro apoyos.
175;Giro Ruso Fácil;intermedio;fuerza | estabilidad | movilidad;sentado;core | espalda;Ejercicio de rotación del torso sentado que fortalece los músculos abdominales oblicuos y mejora la movilidad de la columna.
176;Giros Rusos Difíciles;avanzado;fuerza | estabilidad;suelo;core | espalda;Ejercicio avanzado de rotación del torso en posición V sentada, trabajando intensamente los músculos abdominales oblicuos y el core.
122;Giros en Plancha Baja;avanzado;fuerza | estabilidad | movilidad;suelo;core | brazos | hombros | espalda;Ejercicio avanzado de core que combina la plancha sobre antebrazos con rotaciones del torso de lado a lado.
166;Golpes de Boxeo;intermedio;cardio | fuerza | movilidad;de_pie;brazos | hombros | core | pecho;Movimientos de puñetazos alternados hacia adelante que mejoran la fuerza del tren superior y la coordinación cardiovascular.
82;Gusano con Plancha Baja;avanzado;fuerza | movilidad | estabilidad;de_pie;core | brazos | hombros | espalda | piernas;Ejercicio dinámico que combina flexión hacia adelante caminando con las manos hasta posición de plancha baja sobre antebrazos.
83;Gusano medidor;avanzado;fuerza | movilidad | estabilidad;de_pie;core | hombros | brazos | espalda | piernas;Ejercicio dinámico que combina flexión hacia adelante caminando con las manos hacia plancha y retorno, trabajando todo el cuerpo.
53;Hidratante de Fuego (Pierna Derecha);intermedio;fuerza | estabilidad | movilidad;cuadrupedia;gluteos | cadera | core | piernas;Ejercicio en cuadrupedia que fortalece glúteos y cadera elevando la pierna derecha lateralmente con rodilla flexionada.
52;Hidratante de Fuego Izquierdo;intermedio;fuerza | estabilidad | movilidad;cuadrupedia;gluteos | cadera | core | piernas;Ejercicio en cuadrupedia que consiste en elevar la pierna izquierda lateralmente manteniendo la rodilla doblada a 90 grados.
244;Jalones Laterales en Pared;iniciacion;fuerza | movilidad;de_pie;brazos | espalda | hombros;Ejercicio de tracción lateral simulada contra la pared para fortalecer espalda y brazos sin equipamiento pesado.
253;Limpiaparabrisas;intermedio;movilidad | fuerza | estabilidad;tumbado;core | espalda | cadera;Ejercicio tumbado boca arriba con rodillas flexionadas que se mueven de lado a lado como limpiaparabrisas, trabajando rotación de columna y core.
61;Medios Burpees;avanzado;cardio | fuerza | estabilidad;de_pie;piernas | core | brazos | hombros | gluteos | pecho;Versión modificada del burpee sin salto final, combinando flexión de cadera, plancha y elevación del cuerpo.
137;Medios Burpees Modificados;intermedio;cardio | fuerza | estabilidad;de_pie;piernas | core | brazos | hombros | gluteos;Versión adaptada del burpee tradicional que reduce el impacto eliminando el salto y modificando la bajada al suelo.
232;Nadador;intermedio;fuerza | estabilidad | movilidad;tumbado;espalda | hombros | core | gluteos;Ejercicio tumbado boca abajo que simula el movimiento de natación, alternando brazos y piernas opuestas elevadas del suelo.
227;Navaja con Piernas Rectas;avanzado;fuerza | estabilidad;tumbado;core | piernas | espalda;Ejercicio abdominal avanzado tumbado boca arriba, elevando simultáneamente piernas rectas y torso para tocar los pies.
85;Navaja o Jackknife;avanzado;fuerza | estabilidad;tumbado;core | piernas | espalda;Ejercicio abdominal avanzado donde se elevan simultáneamente piernas y tronco desde posición tumbada, formando una 'V' con el cuerpo.
54;Patada Voladora;avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | core | gluteos | cadera;Ejercicio de patada dinámica con impulso que requiere coordinación, fuerza en piernas y equilibrio avanzado sobre una pierna.
45;Patada de burro - Pierna izquierda;intermedio;fuerza | estabilidad;cuadrupedia;gluteos | piernas | core | espalda;Ejercicio en posición de cuatro apoyos donde se eleva la pierna izquierda hacia atrás manteniendo la rodilla doblada, fortaleciendo glúteos y mejorando estabilidad del core.
181;Patadas Laterales;intermedio;fuerza | equilibrio | movilidad;de_pie;piernas | gluteos | core | cadera;Ejercicio de pie que consiste en elevar la pierna hacia un lado de forma controlada para fortalecer abductores y mejorar el equilibrio.
46;Patadas de burro pierna derecha;intermedio;fuerza | estabilidad;cuadrupedia;gluteos | piernas | core | espalda;Ejercicio en cuadrupedia donde se extiende la pierna derecha hacia atrás elevando el talón hacia el techo, fortaleciendo glúteos y piernas.
211;Patinadores de Velocidad;intermedio;cardio | equilibrio | fuerza;de_pie;piernas | core | gluteos | cadera;Ejercicio cardiovascular que simula el movimiento de patinaje lateral, saltando de un pie a otro mientras se mantiene el equilibrio.
198;Peso muerto a una pierna (pierna izquierda);avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core | espalda;Ejercicio de equilibrio sobre una pierna con inclinación del tronco hacia adelante mientras se extiende la pierna derecha hacia atrás.
199;Peso muerto a una pierna derecha;avanzado;equilibrio | fuerza | estabilidad;de_pie;piernas | gluteos | core | espalda;Ejercicio unilateral de equilibrio donde se inclina el tronco hacia adelante mientras se extiende la pierna izquierda hacia atrás, apoyándose solo en la pierna derecha.
171;Pies Rápidos;intermedio;cardio | equilibrio | estabilidad;de_pie;piernas | core;Ejercicio cardiovascular de movimiento rápido alternado de pies en el sitio para mejorar agilidad y coordinación.
256;Plancha;avanzado;fuerza | estabilidad;cuadrupedia;core | brazos | hombros | espalda | gluteos;Ejercicio isométrico de fuerza en posición horizontal apoyando antebrazos y pies, manteniendo el cuerpo recto y alineado.
67;Plancha Alta;avanzado;fuerza | estabilidad;cuadrupedia;core | brazos | hombros | pecho | espalda;Posición estática de plancha con brazos extendidos, manteniendo el cuerpo recto desde la cabeza hasta los pies.
70;Plancha Alta con Descenso de Rodillas;avanzado;fuerza | estabilidad;cuadrupedia;core | brazos | hombros | pecho;Ejercicio de plancha alta donde se descienden alternadamente las rodillas al suelo manteniendo el tronco estable.
71;Plancha Alta con Rodilla al Codo;avanzado;fuerza | estabilidad | cardio;cuadrupedia;core | brazos | hombros | piernas;Ejercicio de plancha alta alternando llevar cada rodilla hacia el codo opuesto, activando intensamente el core y trabajando coordinación.
116;Plancha Baja;avanzado;fuerza | estabilidad;suelo;core | brazos | hombros | espalda | gluteos;Ejercicio isométrico en posición horizontal apoyado sobre antebrazos y pies, manteniendo el cuerpo recto y elevado del suelo.
117;Plancha Baja con Alcances de Brazo;avanzado;fuerza | estabilidad | equilibrio;suelo;core | brazos | hombros | espalda;Ejercicio de plancha sobre antebrazos alternando extensiones de brazos al frente para trabajar core y estabilidad.
119;Plancha Baja con Cruces de Rodilla;avanzado;fuerza | estabilidad | movilidad;cuadrupedia;core | hombros | brazos | cadera;Ejercicio avanzado de core en posición de plancha baja llevando las rodillas en cruce hacia el codo opuesto.
120;Plancha Baja con Descenso de Rodillas;avanzado;fuerza | estabilidad;cuadrupedia;core | brazos | hombros | espalda;Ejercicio de plancha sobre antebrazos con movimiento controlado de rodillas hacia el suelo para fortalecer el core.
121;Plancha Baja con Rodilla al Codo;avanzado;fuerza | estabilidad | cardio;cuadrupedia;core | brazos | hombros | espalda;Ejercicio de plancha en antebrazos llevando alternadamente la rodilla hacia el codo del mismo lado, fortaleciendo el core y la parte superior del cuerpo.
173;Plancha Invertida;avanzado;fuerza | estabilidad;suelo;core | brazos | espalda | hombros | gluteos;Ejercicio de fuerza en el que el cuerpo se sostiene mirando hacia arriba con apoyo en manos y talones, formando una línea recta.
